영화명,장르,배우,감독,제작사,상영시간,개봉일,줄거리,url,TMDB 키워드,Gemini 키워드,국가,실관람객 평점,네티즌 평점,네이버 관심도(찜),누적 관객수,온라인 판매실적(당월),온라인 판매실적(익월),온라인 판매실적(익익월),매력도,유사작,경쟁작,예측 매력도
플로우,애니메이션,,긴츠 질발로디스,"판씨네마(주), 판씨네마(주)",84.0,20250319.0,"인간이 살았던 흔적만이 남아있는 세상, 홀로 집을 지키던 '고양이'는 갑작스러운 대홍수로 평화롭던 일상과 아늑했던 터전을 잃고 만다. 때마침 다가온 낡은 배에 올라탄 '고양이'는 그 안에서 '골든 리트리버', '카피바라', '여우원숭이', '뱀잡이수리'를 만나고 서로의 차이점을 극복하고 팀을 이뤄 험난한 파도를 헤쳐나간다.",https://image.tmdb.org/t/p/w500/iEDrRE5TWjKrWO2MtkCBR5aH7pT.jpg,"ocean, cat, boat, dystopia, dog, ruins, flood, lemur, kids, bird, 3d animation, no dialogue, teamwork, fantasy, capybara, adventure, animated film, labrador","애상적인,종말 이후,생존",기타,8.721,8.69,1659,0,7116,3842,2605,13563,"혹성탈출: 새로운 시대, 콰이어트 플레이스 2, 서바이브, 콰이어트 플레이스, 콰이어트 플레이스: 첫째 날","침범, 블랙 백, 컴패니언, 스트리밍, 블랙 크록",32859.485
필사의 추격,"코미디, 액션","박성웅, 곽시양, 윤경호, 정유진, 박효주, 손종학, 신승환, 김광규, 예수정, 윤병희, 장재호, 송영규, 황재열, 박성준, 성동일, 박철민, 이명희, 정주영, 한서윤, 배진완",김재훈,"(주)콘텐츠지, TCO(주)더콘텐츠온, TCO(주)더콘텐츠온, TCO(주)더콘텐츠온",109.0,20240821.0,"완벽한 변장술로 형사들을 크게 뺑이 치게 만들어 빅뺑이라 불리는 사기꾼 김인해, 말보다 주먹이 빠른 분노조절장애 형사 조수광, 피도 눈물도 없는 보스 주린팡까지 각기 다른 이유로 제주도에서 운명적으로 조우한 세 사람! 도망칠 곳 없는 제주에 발을 디딘 그들의 쫓고 쫓기는 대환장 추격이 시작된다!",https://image.tmdb.org/t/p/w500/q8zj5BqxQtGUpxtikEJbJlTkYEK.jpg,jeju island,"유머러스한,도시,범죄",한국,6.191,4.68,1136,12만명,15041,6517,3763,25321,"슈퍼배드, 보스 베이비 2, 나 홀로 집에 2, 신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~, 슈퍼 배드","바다 탐험대 옥토넛 어보브 앤 비욘드 : 바다가 위험해, 에이리언: 로물루스, 행복의 나라",24350.145
해리 포터와 불의 잔,"액션, 판타지","다니엘 래드클리프, 루퍼트 그린트, 엠마 왓슨, 랄프 파인즈, 로버트 패틴슨",마이크 뉴웰,"워너 브러더스 픽쳐스, 워너브러더스 코리아(주), 워너브러더스 코리아(주)",156.0,20051201.0,"요즘 들어 매일 꾸는 악몽 때문에 이마의 상처에 더욱 통증을 느끼는 해리는 친구 론과 헤르미온느와 함께 퀴디치 월드컵에 참가해 악몽에서 벗어날 수 있게 돼 마냥 기쁘다. 그러나 퀴디치 캠프장 근방 하늘에 불길한 기운이 나타난다. 바로 마왕 볼드모트의 상징인 어둠의 표식이 나타난 것. 볼드모트가 13년 전에 자취를 감춘 뒤, 감히 모습을 드러내지 못했던 그의 추종자 데스 이터들이 그 표식을 불러낸 것이다. 두려움으로 가득 찬 해리는 안전한 호그와트 마법학교로 돌아가고 싶어한다. 덤블도어 교장이라면 자신을 지켜줄 수 있을 것이기에. 그러나 올해는 예년과 상황이 좀 다른데...",https://image.tmdb.org/t/p/w500/h6BhNwNXg0IEbs2PoWfCX9QEvgl.jpg,"witch, dying and death, based on novel or book, magic, boarding school, world cup, maze, mermaid, school of witchcraft, black magic, chosen one, sequel, vision, school, tournament, dragon, ghost, wizard, teenage hero, mysterious, christmas, based on young adult novel","어두운,학교,성장",미국,9.541,8.0,1970,349만,3762,2335,1461,7558,"패션왕, 괜찮아 괜찮아 괜찮아!, 더 퍼스트 슬램덩크, 해리포터와 아즈카반의 죄수, 해리포터와 비밀의 방",,8424.225
해리포터와 마법사의 돌,"SF, 판타지","다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트",크리스 콜럼버스,"워너브러더스 코리아(주), 워너브러더스 코리아(주)",152.0,20011213.0,"해리 포터는 위압적인 버논 숙부와 냉담한 이모 페투니아, 욕심 많고 버릇없는 사촌 더즐리 밑에서 갖은 구박을 견디며 계단 밑 벽장에서 생활한다. 이모네 식구들 역시 해리와의 동거가 불편하기는 마찬가지. 이모 페투니아에겐 해리가 이상한 언니 부부에 관한 기억을 떠올리게 만드는 달갑지 않은 존재다. 11살 생일이 며칠 앞으로 다가왔지만 한번도 생일파티를 치르거나 제대로 된 생일선물을 받아 본 적이 없는 해리로서는 특별히 신날 것도 기대 할 것도 없다. 11살 생일을 며칠 앞둔 어느 날 해리에게 초록색 잉크로 쓰여진 한 통의 편지가 배달된다. 그 편지의 내용은 다름 아닌 해리의 11살 생일을 맞이하여 호그와트에서 보낸 입학 초대장이었다. 그리고 해리의 생일을 축하하러 온 거인 해그리드는 해리가 모르고 있었던 해리의 진정한 정체를 알려주는데...",https://image.tmdb.org/t/p/w500/unEtC8uWn2lcQLnwKG9PZJX0h0c.jpg,"witch, school friend, friendship, london, england, based on novel or book, magic, boarding school, male friendship, child hero, school of witchcraft, chosen one, bullying, school, ghost, fantasy world, wizard, pre-teen, children's adventure, based on young adult novel, found family, owl, joyous, male female friendship, enchant","희망적인,학교,우정",미국,9.401,9.37,10627,0,4743,2369,2158,9270,"해리포터와 아즈카반의 죄수, 해리포터와 비밀의 방, 용감한 시민, 드래곤 길들이기, 해리 포터와 불의 잔",,9582.845
해리포터와 비밀의 방,드라마,"다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트",크리스 콜럼버스,"워너브러더스 코리아(주), 워너브러더스 코리아(주)",161.0,20021213.0,"해리 포터에겐 이번 여름방학이 별로 즐겁질 못했다. 마법이라면 질색을 하는 페투니아 이모와 버논 이모부의 구박도 그렇지만, 무엇보다 속상한 건 단짝이었던 론 위즐리와 헤르미온느 그레인저가 그 사이 자신을 까맣게 잊었는지 자신의 편지에 답장 한 통 없다는 것.  그러던 어느날 꼬마 집요정 도비가 해리의 침실에 나타나 뜻밖의 얘기를 한다. 호그와트 마법학교로 돌아가면 무서운 일을 당할 거라는 것. 도비는 해리를 학교에 못 가게 하려고 자신이 여태까지 론과 헤르미온느의 답장을 가로채 왔음을 고백한다. 그러나 도비와 더즐리 가족의 방해에도 불구, 해리는 론과 그의 형제들이 타고 온 하늘을 나는 자동차를 타고 이모집을 탈출, 따뜻한 가족애가 넘치는 론의 집으로 가는데...",https://image.tmdb.org/t/p/w500/sfs4U6XpiKFngbbSzrpZbkM1ySI.jpg,"witch, flying car, elves, magic, sword, diary, child hero, school of witchcraft, giant spider, black magic, giant snake, ghost, child driving car, wizard, aftercreditsstinger, christmas, based on young adult novel","희망적인,학교,우정",미국,8.901,8.9,2103,0,3592,1732,1398,6722,"해리포터와 아즈카반의 죄수, 해리포터와 마법사의 돌, 용감한 시민, 드래곤 길들이기, 해리 포터와 불의 잔",,8198.705
해리포터와 아즈카반의 죄수,드라마,"다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트",알폰소 쿠아론,"워너브러더스사㈜, 워너브러더스 코리아(주), 워너브러더스 코리아(주)",136.0,20040716.0,"13세가 된 해리 포터는 또 한번의 여름 방학을 이모 가족인 더즐리 일가와 우울하게 보내야 했다. 물론 마법을 쓰는 건 일체 금지. 하지만, 버논 이모부의 누이인 마지 아줌마가 더즐리 가를 방문하면서 상황은 변한다. 위압적인 마지는 해리에겐 늘 공포의 대상. 마지 아줌마 때문에 스트레스를 받던 해리는 급기야 실수로 그녀를 거대한 괴물 풍선으로 만들어 하늘 높이 띄워 보내버리고 만다. 이모와 이모부에게 벌을 받을 것도 두렵고, 일반 세상에선 마법 사용이 금지돼 있는 것을 어겼기 때문에 호그와트 마법학교와 마법부의 징계가 걱정된 해리는 밤의 어둠 속으로 도망치지만, 순식간에 근사한 보라색 3층 버스에 태워져 한 술집으로 인도되고 마는데...",https://image.tmdb.org/t/p/w500/anwNl1xbzXoj5Ax1nVw3WoDzHlw.jpg,"witch, school friend, friendship, flying, magic, bus, traitor, child hero, school of witchcraft, black magic, time travel, school, best friend, werewolf, muggle, ghost, wizard, aftercreditsstinger, magical creature, night bus, teenage life, christmas, school class, based on young adult novel, magic spell","희망적인,학교,우정",미국,9.781,8.76,2533,0,3911,2369,1537,7817,"해리포터와 비밀의 방, 해리포터와 마법사의 돌, 용감한 시민, 드래곤 길들이기, 해리 포터와 불의 잔",,7427.225
핸섬가이즈,코미디,"이성민, 이희준, 공승연, 박지환, 이규형, 장동주, 강기둥, 빈찬욱, 정화, 김도훈, 박경혜, 우현, 임원희, 이서환, 송유현, 제임스 호란",남동협,"(주)하이브미디어코프, (주)넥스트엔터테인먼트월드(NEW), (주)넥스트엔터테인먼트월드(NEW), (사)한국농아인협회, 한국시각장애인연합회",101.0,20240626.0,"자칭 터프가이 재필과 섹시가이 상구. 현실은 잊지 못할 첫인상으로 이사 첫날부터 동네 경찰 최 소장과 남 순경의 특별 감시 대상이 되지만, 꿈꾸던 유럽풍 드림하우스에서 새출발한다는 것에 그저 행복하기만 하다. 그러나 행복도 잠시, 물에 빠질뻔한 미나를 구해주려다 오히려 납치범으로 오해받는 상황이 이어진다. 한편 미나를 찾으러 온 불청객들을 시작으로 지하실에 봉인되어 있던 악령이 깨어나며 어두운 기운이 집안을 둘러싸기 시작하는데…",https://image.tmdb.org/t/p/w500/ng4oX4mzPr8x53yF8gw5zGtpDLD.jpg,"remake, buddy comedy, horror remake","유머러스한,시골,생존",한국,8.281,8.61,9834,177만,165071,86014,27041,278126,"아마존 활명수, 마녀(魔女) Part2, 쥬라기 월드: 폴른 킹덤, 블랙 크록, 헤레틱","콰이어트 플레이스, 콰이어트 플레이스: 첫째 날, 탈주",197416.165
행복의 나라,드라마,"조정석, 이선균, 유재명, 우현, 이원종, 전배수, 송영규, 최원영, 강말금, 박훈, 이현균, 진기주, 유성주, 임철형, 김재철, 김법래, 유진호, 권성일",추창민,"(주)파파스필름, 오스카10스튜디오, 굿초이스컷픽쳐스(주), (주)넥스트엔터테인먼트월드(NEW), (주)넥스트엔터테인먼트월드(NEW), (사)한국농아인협회, 한국시각장애인연합회",124.0,20240814.0,"8년 전, 자살하려던 자신을 구하고 운명을 달리한 진우의 제사에 매번 참석하는 민수. 그때마다 가족들의 이야기를 듣는 것도 과잉친절을 베푸는 진우의 엄마 희자를 마주하는 것도 고통스럽기만 하다. 민수가 이번을 마지막으로 더는 제사에 참석하지 않겠다고 하자, 희자는 그런 민수를 무섭게 노려본다.",https://image.tmdb.org/t/p/w500/7uWE4umTDbrrRT7hhJs3dEsy41T.jpg,,"비장한,역사적,정의",한국,7.451,8.01,5671,71만,33791,18065,8151,60007,"영웅, 명량, 노량: 죽음의 바다, 오펜하이머, 올빼미","사랑의 하츄핑, 바다 탐험대 옥토넛 어보브 앤 비욘드 : 바다가 위험해, 에이리언: 로물루스, 필사의 추격",63142.895
헝거게임: 노래하는 새와 뱀의 발라드,"액션, 어드벤처, SF, 스릴러","레이첼 지글러, 톰 블라이스, 헌터 샤퍼, 비올라 데이비스, 피터 딘클리지, 제이슨 슈왈츠먼",프란시스 로렌스,"(주)누리픽쳐스, (주)누리픽쳐스",157.0,20231115.0,반란의 불씨를 잠재우기 위해 시작된 잔인한 서바이벌 헝거게임. 헝거게임 10회를 맞아 ‘멘토제’가 도입되고 ‘스노우’는 12구역의 소녀 ‘루시 그레이’의 멘토가 된다. 그는 몰락한 가문의 영광을 되찾기 위해 ‘루시 그레이’를 헝거게임에서 우승 시키려 수단과 방법을 가리지 않는데…,https://image.tmdb.org/t/p/w500/9f9YsmXoy9ghqZKIVuKHkmGGZCY.jpg,"based on novel or book, resistance, dystopia, post-apocalyptic future, sequel, female protagonist, bow and arrow, game, future war, revolt, class prejudice, human subjugation, based on young adult novel","어두운,디스토피아,권력",미국,7.711,7.82,837,18만,7124,2286,723,10133,"시빌 워: 분열의 시대, 풍재기시, 악마와의 토크쇼, 듄: 파트2, 듄","더 와일드: 야수들의 전쟁, 어른 김장하, 서울의 봄",16729.375
헤레틱,"스릴러, 공포(호러)","휴 그랜트, 소피 대처","스콧 벡, 브라이언 우즈","(주)이놀미디어, 롯데컬처웍스(주)롯데시네마, ㈜스튜디오오르카",111.0,20250402.0,"외딴 집을 찾은 신앙심 깊은 두 소녀에게 집주인은 믿음을 뒤흔드는 이야기를 꺼낸다. 무언가 의심스럽다고 느끼는 순간, 두 소녀는 꼼짝없이 집안에 갇히게 된다. 친절했던 남자는 돌변하고, 그녀들은 살기 위해 위험한 선택을 하는데…",https://image.tmdb.org/t/p/w500/z2ALWuQ2WwjzuJJiAfNsF8A7T2b.jpg,"faith, religion, cat and mouse, mormon missionary, eccentric man, women of faith","서스펜스 있는,시골,생존",미국,7.551,7.67,453,3.8만,1723,3041,902,5666,"블랙 크록, 쥬라기 월드: 폴른 킹덤, 컴패니언, 핸섬가이즈, 마녀(魔女) Part2",,14572.97
헬보이: 크룩드 맨,"액션, 공포(호러), 판타지",잭 케시,브라이언 테일러,"와이드 릴리즈(주), 주식회사 풍경소리",99.0,20241218.0,"불가사의한 심령 현상을 해결하는 B.R.P.D의 베테랑 해결사 '헬보이'. 유령 거미를 퇴치하는 임무 중, 기차 탈선 사고로 애팔레치아 산맥 깊숙이 위치한 음산한 마을에 도착한다. 그곳은 흑마법사 ‘크룩드 맨’이 지배하고 있다. 마녀와 저주, 그리고 죽음이 들끓는 마을을 구하기 위해 '헬보이'는 신입 요원 '조'와 함께 죽은 자들을 불러오는 '크룩드 맨'에 맞서는데…",https://image.tmdb.org/t/p/w500/nTeZEyYMFCTyCf8AP9jBbs2a5Nx.jpg,"nazi, sacrifice, superhero, paranormal phenomena, black magic, adoptive father, based on comic, steampunk, narration from grave, apocalypse, demon, supernatural creature, monolith, occult, super strength, father figure, reanimated corpse, duringcreditsstinger, other dimension, psychic powers, pyrokinesis, occult detective","어두운,시골,구원","미국, 영국, 독일, 불가리아",4.251,4.25,130,1만,2805,925,249,3979,"원정빌라, 사바하, 퇴마록, 파묘, 외계+인 2부","대가족, 이처럼 사소한 것들",9868.215
혹성탈출: 새로운 시대,"액션, SF","오웬 티그, 프레이아 앨런, 케빈 두런드, 윌리엄 H. 머시",웨스 볼,"월트디즈니컴퍼니코리아 유한책임회사, 월트디즈니컴퍼니코리아 유한책임회사",144.0,20240508.0,"진화한 유인원과 퇴화된 인간들이 살아가는 땅. 유인원 리더 프록시무스는 완전한 군림을 위해 인간들을 사냥하며 자신의 제국을 건설한다. 한편, 또 다른 유인원 노아는 우연히 숨겨진 과거의 이야기와 시저의 가르침을 듣게 되고 인간과 유인원이 함께 할 새로운 세상을 꿈꾼다. 어느 날 그의 앞에 나타난 의문의 한 인간 소녀. 노아는 그녀와 함께 자유를 향한 여정을 시작하게 되는데…",https://image.tmdb.org/t/p/w500/caNBYk7beRAg8Tcpe7ZjzM2nYXH.jpg,"empire, kingdom, gorilla, dystopia, post-apocalyptic future, eagle, sequel, anthropomorphism, distant future, ape, orangutan, evolution, chimpanzee, primate, sign languages, journey, cgi-live action hybrid, evil tyrant","어두운,종말 이후,생존",미국,7.611,6.25,2666,90만,94379,38917,15975,149271,"혹성탈출: 종의 전쟁, 콰이어트 플레이스: 첫째 날, 콰이어트 플레이스 2, 콰이어트 플레이스, 서바이브","악마와의 토크쇼, 그녀가 죽었다",132382.17
